id,text,group_id
1220,"Нужно разработать и сделать доступным в интернете калькулятор для расчёта снеговой нагрузки. Наши калькуляторы вызвали интерес среди проектировщиков, и они оценивают удобство их использования. На КС предложили создать калькулятор на базе СП «Нагрузки и воздействия». Дополнительно необходимо разработать калькулятор на основе программы Скад для снеговой нагрузки, доступный на нашей платформе. Потребуется также создать калькулятор веса для всех наших систем, чтобы сделать его открытым и визуально привлекательным, подобно нашему Excel-решению.",615
1221,"Требуется создать и опубликовать в сети калькулятор снеговой нагрузки. Проектировщики заинтересовались нашими инструментами из-за их простоты в использовании. На КС обсуждалась идея разработать этот калькулятор на базе СП «Нагрузки и воздействия». Плюс необходимо сделать калькулятор, аналогичный программе Скад (снеговая нагрузка), но на нашей платформе. Необходимо также разработать калькулятор для расчёта веса всех наших систем (аналогичный есть в Excel) и сделать его доступным с привлекательным интерфейсом.",615
1222,"Проблема с наличием в регионе ДВФО буров 5,5 и высокой стоимости по прибытию на объект. При использовании саморезов по бетону 6.3. 

Предложение: Необходимо выпустить саморез по бетону большего или меньшего диаметра для стандартных буров диаметром 5мм или 6мм которые можно купить в любом магазине.",991
1223,"В регионе ДВФО наблюдается нехватка буров диаметром 5,5, что приводит к увеличению затрат на их доставку. Это вызывает трудности при применении саморезов по бетону диаметром 6,3.",991
1224,"Предложение: Рекомендуется разработать саморезы по бетону с диаметром, подходящим для стандартных буров 5 мм или 6 мм, доступных в розничных сетях.",991
1225,"Элементы обогрева кровли – кабеля ввода предлагают вывести на парапеты. При нахождении на горизонтальном участке рядовой кровли, высокая вероятность механического повреждения при эксплуатации.",462
1226,"Кабели обогрева для кровли советуют прокладывать на парапетах. Если они находятся на плоской части крыши, есть большой риск их повредить в процессе использования.",462
1227,Рекомендуется прокладывать кабели для обогрева крыши по парапетам. Их расположение на ровной поверхности крыши может привести к их повреждению во время эксплуатации.,462
1228,Для установки кабелей обогрева крыши предлагается вывод на парапеты. На горизонтальной части кровли они могут быть подвержены повреждению при эксплуатации.,462
1229,"Ввести в нормы строительства по сварке гидрошпонок: варить на стройплощадке только прямые соединения. Это даст рост качества монтажа, рост продаж готовых элемнтов углов, поворотов и тд стыков.",60
1230,Установить в строительные нормы правило по сварке гидрошпонок: разрешать сваривать на месте только прямые ли соединения. Это улучшит качество установки и увеличит продажи готовых элементов углов и поворотов.,60
1231,Рассмотреть внедрение правила сварки гидрошпонок на стройке только для прямых соединений. Это приведёт к повышению качества монтажа и увеличению спроса на готовые угловые и криволинейные элементы.,60
1232,Предложить внесение в строительные нормы ограничений на сварку гидрошпонок: выполнять сварку лишь напрямую на стройплощадке. Это повысит стандарт монтажа и позволит увеличить продажи готовых решений для углов и поворотов.,60
1233,"Добавить в ассортимент обогреватели баллонов увеличенного размера. При температуре -20 используют 2 обогревателя, отзывы положительные, с одним хуже.",497
1234,"Включить в линейку товаров расширенные обогреватели для баллонов. Когда на улице -20 градусов, применяют два устройства, отзывы хорошие, с одним недостаточно.",497
1235,"Расширить ассортимент, добавив крупные обогреватели баллонов. При температуре -20 градусов используют два аппарата, отзывы положительные, один работает хуже.",497
1236,"Ввести в наш ассортимент обогреватели для баллонов увеличенного размера. При -20 градусах пользуются двумя обогревателями, отзывы хорошие, с одним хуже.",497
1237,"Выпускать рулоны стеклохолста шириной  2,2м, чтоб был выпуск для формирования нахлеста следующего рулона.",92
1238,"Производить стеклохолст в рулонах с шириной 2,2 метра, чтобы обеспечить нахлёст при укладке следующего рулона.",92
1239,"Изготавливать рулоны стеклохолста шириной 2,2 метра, обеспечивая нахлёст с последующим рулоном.",92
1240,"Выпуск стеклохолста в рулонах шириной 2,2 метра позволит создавать нахлёст с последующим рулоном.",92
1241,Клиенты оценили появление новой самоклеящейся пленки. Поступило предложение производить данный материал в рулонах по 2 метра.,753
1242,Покупатели высоко оценили новую самоклеящуюся пленку. Была предложена идея изготавливать этот материал в рулонах длиной по два метра.,753
1243,Появление новой самоклеящейся пленки было положительно воспринято клиентами. Поступило предложение выпускать данный материал в рулонах длиной 2 метра.,753
1244,Клиенты положительно отозвались о новой самоклеящейся пленке. Предложили производить этот материал в рулонах по два метра.,753
1245,"Ввести в ассортимент стеклохолст шириной 2,2 м чтобы был выступ для нахлёста с 
последующим рулоном стеклохолста после укладки полимерной мембраны, либо доборные 
рулоны шириной 0,5 м, особенно актуально при производстве ветровых зон при ширине 
рулона полимерной мембраны 1 м, в данный момент часть подрядных организаций вручную 
на объекте пилят рулон пополам (аналогичная ситуация с геотекстилем, режут рулон по 1,5 
м).Подрядчики с энтузиазмом оценили новую намотку стеклохолста 100 м2.",306
1246,"Добавить в линейку продукцию стеклохолст размером 2,2 м для создания нахлеста со следующим рулоном после укладки полимерной мембраны или предложить дополнительный рулон шириной 0,5 м. Это особенно востребовано для создания ветровых зон, когда ширина полимерной мембраны составляет 1 м. Сейчас некоторые подрядчики вручную разрезают рулон пополам, подобная ситуация и с геотекстилем, когда рулон режут на 1,5 м. Новая намотка стеклохолста с площадью 100 м2 высоко оценена подрядчиками.",306
1247,"Включить в ассортимент стеклохолст с шириной 2,2 м, чтобы обеспечить выступ для нахлёста с последующим рулоном после укладки мембраны из полимера, или добавочные рулоны шириной 0,5 м. Это особенно важно при создании ветровых зон при ширине рулона мембраны 1 м. В настоящее время некоторые подрядчики разрезают рулон пополам вручную. Схожая проблема наблюдается и с геотекстилем — рулоны пилят по 1,5 м. Новая намотка стеклохолста на 100 м2 получила положительные отзывы от подрядчиков.",306
1248,"Добавить в ассортимент стеклохолст шириной 2,2 м, чтобы обеспечить нахлёст с последующим рулоном после укладки полимерной мембраны, либо предлагать доп. рулоны шириной 0,5 м. Это актуально для ветровых зон при ширине мембраны 1 м. В данный момент множество подрядных организаций вручную делят рулон на две части (также и с геотекстилем, когда режут рулон на 1,5 м). Подрядчикам понравилась новая намотка стеклохолста площадью 100 м2.",306
1249,"Roof.ru – предлагают менеджерам ТП регистрировать своих клиентов на площадке, если те к ним обращаются за помощью с выбором подрядчика.

Предложение: Со стороны СК – максимальное информирование ТП о площадке roof.ru. Возможно, ввести какую-то мотивацию для ТП, если объект от них разместили на ROOF.RU (или они сами его зарегистрировали), устроить конкурс на самого активного менеджера. Либо действовать со стороны коллег СБЕ – обсудить на какой стадии их взаимодействия с ТП возможно добавить информацию о ROOF.RU.",834
1250,"Roof.ru предлагает менеджерам торговых площадок регистрировать своих клиентов на платформе, если им нужна помощь в выборе подрядчика. Предложение от строительной компании: обеспечить максимальную информированность торговых площадок о платформе. Рассмотреть возможность введения мотивации за размещение объекта на ROOF.RU или участие в конкурсе для активных менеджеров. Также можно обсудить с коллегами из СБЕ, когда лучше всего внедрять информацию о ROOF.RU.",834
1251,"На платформе Roof.ru менеджеры ТП могут регистрировать клиентов при запросах по подбору подрядчиков. От строительной компании поступило предложение о полном информировании торговых площадок. Можно ввести поощрения для менеджеров, если объекты публикуются на ROOF.RU или проводить конкурс среди активных участников. Возможно, стоит обсудить с коллегами СБЕ момент для внедрения информации о платформе ROOF.RU.",834
1252,"Платформа Roof.ru призывает менеджеров ТП регистрировать посетителей при необходимости выбора подрядчика. Строительная компания предлагает обеспечить полное информирование торговых площадок о платформе, рассмотреть введение поощрений за размещение объектов на ROOF.RU или организовать конкурс для самых активных менеджеров. Также можно обсудить с коллегами из СБЕ на каком этапе лучше вводить информацию о ROOF.RU.",834
1253,"Roof.ru инициирует регистрацию клиентов менеджерами ТП, когда им требуется помощь с подрядчиками. Строительная компания предлагает улучшить осведомленность торговых площадок о платформе, возможно ввести бонусы за размещение объекта на ROOF.RU или конкурс для наиболее активных. Обсудить с коллегами СБЕ, какое взаимодействие с ТП может включать информацию о платформе ROOF.RU.",834
1254,"На новом анкерном крепеже (на фото черного цвета) юбка получилась меньше чем на предыдущем (на фото серого цвета), при установке анкер часто проваливается в подготовленное отверстие.
 
Предложение: Юбку необходимо сделать как на стандартном анкерном элементе ТЕХНОНИКОЛЬ (на фото серого цвета).",280
1255,"У свежей модели крепежа (черного цвета на фото) дополнительно создали меньшую юбку по сравнению с предыдущим вариантом (на фото показан серый цвет), из-за чего анкер иногда падает в просверленное отверстие.",280
1256,"На обновленном анкерном крепеже (черный на фото) юбка меньше, чем на предыдущей версии (серый на фото), поэтому анкер может проваливаться в дырку при установке.",280
1257,"Рекомендуется, чтобы юбка была аналогична стандартному анкерному элементу от нас (серый на фото).",280
1258,"Необходимо, чтобы юбка соответствовала стандарту анкерного элемента от ТехноНИКОЛЬ (на фото серого цвета).",280
1259,"Монтаж ограждений кровли – просят разработать долговечный узел установки ограждений кровли на парапет. Существующий узел, когда стойки парапета проходят через металлические парапетные крышки с герметизацией герметиком со временем приводит к протечкам.",900
1260,"Просьба подготовить надежный узел для монтажа кровельных ограждений на парапет. Текущий метод, при котором стойки проходят через металлические крышки парапета и герметизируются, со временем вызывает протечки.",900
1261,"Необходимо создать прочный узел установки ограждений на парапет кровли. В существующей конструкции стойки, проходящие через металлические крышки и заделанные герметиком, в итоге приводят к течам.",900
1262,"Запрашивается создание стойкого узла для инсталляции кровельных ограждений на парапете. Вариант, где стойки проникают через металлические парапетные крышки и герметизируются, через некоторое время вызывает утечки.",900
1263,Возможность появления набухающих битумно совместимых герметиков для герметизации проходок коммуникаций. Укладка между гидроизоляций и гильзой. По аналогии с узлами ПВХ.,602
1264,"Вероятность разработки совместимых с битумом герметиков, которые могут разбухать, для изоляции коммуникационных проходов. Применение между гильзой и гидроизоляцией. Использование принципа аналогичного ПВХ соединениям.",602
1265,"Шанс появления герметиков, совместимых с битумом и способных набухать, предназначенных для герметизации коммуникационных проходов. Укладка осуществляется между гильзой и слоем гидроизоляции. Подобно решениям с применением ПВХ узлов.",602
1266,"Появление герметиков, которые могут набухать и совместимы с битумом, для уплотнения проходов коммуникаций. Размещение происходит между гидроизоляцией и гильзой. Механизм подобен узлам из ПВХ.",602
1267,"При монтаже 2-х слойной ремонтопригодной изоляции стилобата из ПМ применяли соединительные фитинги для трубок. После 2 лет эксплуатации при вскрытии обнаружили полопавшиеся фитинги. В воздушных картах была вода, хотя мембрана целая и герметичная.",700
1268,"Во время установки двухслойной ремонтопригодной изоляции стилобата с использованием ПМ применялись соединительные фитинги для труб. Спустя два года эксплуатации при вскрытии были найдены треснувшие фитинги. В воздуховодах содержалась вода, несмотря на целую и герметичную мембрану.",700
1269,"При монтаже ремонтопригодной двухслойной изоляции стилобата из ПМ использовались соединительные фитинги для трубок. По прошествии двух лет эксплуатации при вскрытии обнаружили потрескавшиеся фитинги. Несмотря на целостность и герметичность мембраны, в воздушных каналах присутствовала вода.",700
1270,"Во время установки ремонтопригодной изоляции стилобата в два слоя с ПМ применялись соединительные фитинги для трубок. Через два года эксплуатации вскрытие показало поврежденные фитинги. Несмотря на целую и герметичную мембрану, вода присутствовала в воздушных каналах.",700
1271,"ROOF.RU – Некоторые направления (например, ремонт кровли путем установки заплат) дают значительный прирост к общему рейтингу. Предлагают сделать градацию рейтинга с учетом сложности, например, рейтинг за устройство кровли и за устройство заплат должен иметь разный вес при начислении баллов.",182
1272,"ROOF.RU – Отдельные виды работ, такие как ремонт крыши с использованием заплаток, вносят значительный вклад в общий рейтинг. Предложено учитывать уровень сложности работ, чтобы, например, установка крыши и ремонт с заплатами получали разные оценки.",182
1273,"ROOF.RU – Определенные задачи, например, ремонт кровли заплатами, могут существенно повысить общий рейтинг. Рекомендуется ввести систему оценки, где сложность задач – таких как установка кровли и заплат – будет учитываться по-разному.",182
1274,"ROOF.RU – Различные направления, такие как ремонт кровельной поверхности с заплатами, могут заметно повлиять на общий рейтинг. Предлагается ранжировать рейтинг в зависимости от сложности работ, чтобы, например, установка кровли и использование заплат оценивались по-разному.",182
1275,"На платформе ROOF.RU добавить пункт «Не довел объект до конца» чтобы фиксировать такие моменты в случае возникновения.
От подрядчиков поступило предложение, добавить этот пункт, чтобы он отображался при просмотре профиля заказчика или подрядчика. Изучив этот вопрос более детально пришел к выводу, что инициатива не очень актуальна, так как на сайте есть отзывы, где подрядчики или заказчики могут указать эту информацию. Об этом же написал в обсуждении инициативы ранее, как только она пришла на доработку.",567
1276,"На ROOF.RU предлагается ввести категорию «Не завершил проект», чтобы учитывать такие случаи. Подрядчики предложили добавить этот пункт, чтобы он был виден при просмотре профиля. Я изучил вопрос и пришел к выводу, что это не очень актуально, поскольку на сайте уже есть система отзывов, где можно указать такие моменты. Я уже упоминал это в обсуждении идеи, как только она была предложена для доработки.",567
1277,"Предложено включить пункт «Объект не завершен» на платформе ROOF.RU для фиксации подобных случаев. Инициатива исходила от подрядчиков, которые хотели бы видеть это в профиле. Однако, после тщательного анализа, я понял, что это не так важно, ведь на сайте уже есть отзывы, где эта информация может быть упомянута. Я выражал это мнение в обсуждении идеи, когда она поступила на доработку.",567
1278,"Подрядчики предложили добавить категорию «Проект не завершен» на платформу ROOF.RU для учета таких ситуаций. Этот пункт должен отображаться в профиле заказчика или подрядчика. Однако, после изучения вопроса, я считаю, что это не так актуально, поскольку отзывы на сайте уже позволяют давать такую информацию. Я сообщил об этом в обсуждении инициативы при ее доработке.",567
1279,"Предложили ввести в комплектацию термоусадочный рулонный материал для устройства примыканий к гофре, проходящей через гильзу (в случаях, когда не применялся гусак). При нагреве материал плотно прилегает к основанию и герметизирует место прохода.",887
1280,"Было предложено добавить в комплект термоусадочный рулонный материал для обеспечения примыкания к гофре, проходящей через гильзу, когда отсутствует гусак. При нагревании материал надежно прилегает к поверхности, герметизируя проход.",887
1281,"Рекомендуется включить в набор термоусадочную пленку, чтобы обеспечить соединение с гофрой, которая проходит через гильзу, если гусак не используется. При нагреве этот материал плотно прилегает и герметично закрывает место прохождения.",887
1282,"Предлагается ввести в комплектацию термоусадочный материал для соединения с гофрой, проходящей через гильзу, если не задействован гусак. Этот материал при нагреве облегает основание и герметизирует место пересечения.",887
1283,Ввести в ассортимент готовый уголок из ПВХ металла размерами 40х40см для быстрого монтажа края водоизоляционного ковра на кровлях с неорганизованным водостоком.,110
1284,Добавить в линейку готовый уголок из ПВХ-металла размером 50х50 см для оперативной установки края водоизоляционного покрытия на крышах без организованного водостока.,110
1285,"Включить в ассортимент уголок из металла с ПВХ покрытием размером 45х45 см, предназначенный для быстрого крепления водоизоляционного слоя на крышах без системы водоотвода.",110
1286,"Запустить в продажу уголок из металлизированного ПВХ размером 60х60 см, облегчающий монтаж краёв водоизоляции на кровлях без водосточной системы.",110
1287,Выпускать стеклохолст рулонами шириной 2200-2300мм для ускорения монтажа.,435
1288,Изготавливать стеклохолст в рулонах с шириной от 2200 до 2300 мм для ускорения установки.,435
1289,Предлагать стеклохолст в рулонах шириной 2200–2300 мм для более быстрого монтажа.,435
1290,Поставлять стеклохолст рулонами шириной 2200-2300 мм с целью ускорения монтажного процесса.,435
1291,"Заменить стойки для перемещения панели,с резьбовой регулировкой высоты и фиксацией на контргайку",626
1292,"Необходимо сменить опоры для переноса панели, оснащённые винтовой регулировкой высоты и контргайкой для фиксации.",626
1293,Требуется заменить стойки для транспортировки панели с возможностью высотной настройки через резьбу и блокировкой контргайкой.,626
1294,Следует установить новые опоры для движения панели с гайкой для высотной регулировки и фиксацией через контргайку.,626
1295,"Разработать и произвести боковые воронки, очень нужны подобные решения в террасах",1002
1296,"Необходимо спроектировать и изготовить боковые воронки, поскольку такие решения крайне востребованы на террасах.",1002
1297,"Нужно создать и выпустить воронки для бокового использования, так как такие элементы важны для террас.",1002
1298,"Следует разработать и произвести воронки для бокового монтажа, ведь подобные решения актуальны в области террас.",1002
1299,"Требуется разработка и производство боковых воронок, так как они значимы для использования на террасах.",1002
1300,"Для успешной конкуренции в сфере подземной гидроизоляции ввести в ассортимент геомембраны из полиэтилена, тк ПВХ проигрывает в стоимости. А также развить сервисы Службы Качества в этом направлении.",522
1301,"Чтобы эффективно конкурировать на рынке подземной гидроизоляции, необходимо добавить в линейку продукции геомембраны из полиэтилена, поскольку ПВХ менее выгоден по цене. Также важно улучшить услуги Службы Качества в этом сегменте.",522
1302,"Для повышения конкурентоспособности в области подземной гидроизоляции стоит расширить ассортимент полиэтиленовыми геомембранами, так как ПВХ дороже. Параллельно следует совершенствовать сервисы Службы Качества.",522
1303,"Чтобы выдержать конкуренцию на рынке подземной гидроизоляции, стоит включить в ассортимент полиэтиленовые геомембраны, так как ПВХ менее экономичен. Кроме того, необходимо улучшение работы Службы Качества.",522
1304,"Для успешного соперничества в области подземной гидроизоляции нужно ввести в ассортимент геомембраны из полиэтилена, ведь ПВХ невыгоден по цене. Также следует развивать работу Службы Качества.",522
1305,"Добавить информацию в техлисты, которую сложно найти – Плотность XPS, толщина Техноэластов и тд.",621
1306,"Включить в технические листы труднодоступную информацию, такую как плотность XPS и толщина Техноэластов.",621
1307,"Указать в техлистах данные, которые сложно отыскать, например, плотность XPS и измерения толщины Техноэластов.",621
1308,"Внести в техническую документацию сведения, которые трудно получить, например, данные о плотности XPS и толщине материалов Техноэласта.",621
1309,"Это будет полезно для малоопытных участников строительства (в том числе заказчикам), а также рядовым кровельщикам будет понятнее и проще с этим работать.",513
1310,"Это окажется полезным как для неопытных участников строительства, включая заказчиков, так и для обычных кровельщиков, которым станет легче с этим справляться.",513
1311,"Преимуществом этого будет поддержка для малоопытных строителей и заказчиков, а также для обычных кровельщиков, которым будет проще разобраться.",513
1312,"Такая информация будет важна для начинающих строителей, включая заказчиков, и обычным кровельщикам это поможет быстрее освоиться.",513
1313,Необходимы не горючие опоры под ходовые дорожки или тротуарную плитку. На социальных объектах за частую повышенные требования к горючести материалов и возникают проблемы при согласовании стандартных пластиковых опор.,261
1314,"Для ходовых дорожек или тротуарной плитки требуются опоры, устойчивые к огню. На общественных объектах часто предъявляются строгие нормы к горючести, что создает сложности с одобрением обычных пластиковых опор.",261
1315,"Опоры под тротуарную плитку или дорожки должны быть негорючими. На социальных объектах зачастую строгие требования по пожаробезопасности, что приводит к трудностям при согласовании стандартных пластиковых опор.",261
1316,"На социальных объектах нередко возникают проблемы с одобрением стандартных пластиковых опор, так как необходимы негорючие основания для тротуарной плитки или дорожек из-за повышенных требований к материалам.",261
1317,Провести исследование по применимости нерулонных типов ГИ для изоляции подземных конструкций.,371
1318,Выполнить анализ возможностей использования нерулонных видов ГИ для изоляции подземных сооружений.,371
1319,Исследовать возможности применения нерулонных систем ГИ для защиты подземных структур.,371
1320,Провести анализ использования нерулонных материалов ГИ для изоляционных задач подземных конструкций.,371
1321,Праймер №08. Возникают сложности с покупкой. Создать на РРЦ г. Юрга не снижаемый остаток праймера.,724
1322,Грунтовка номер восемь. Трудности при приобретении. Обеспечить на РРЦ Юрга неизменный запас праймера.,724
1323,Праймер №8. Есть проблемы с приобретением. Установить в Юрге на РРЦ постоянный запас.,724
1324,Проблемы с покупкой праймера 08. В Юрге на РРЦ необходимо обеспечить стабильный остаток.,724
1325,"На РРЦ Юрга необходимо поддерживать стабильное наличие праймера №08, так как возникают сложности с его покупкой.",724
1326,"В ходе проведения круглого стола, в диалоге с подрядчиками между выступлениями ведущих была сформулирована идея. Достаточно часто на слайдах о компании и заводах используется фотография одного из заводов с трубой, на которой нанесено название нашей компании (одна из версий фото во вложении). Было озвучено, что было бы красиво и эффектно, если бы эта труба была разукрашена как рулон Техноэласта. Смотрелось бы очень эффектно, узнаваемо с точки зрения и маркетинга и привлекательности. 
На фото будет смотреться очень эффектно, при визите на этот завод, видя такое глазами, точно захочется поделиться с коллегами и друзьями подобным увиденным и такие вещи обычно сразу стараются сфотографировать и выложить в сеть, а значит чаще бесплатно будет распространяться по сети. Ну и сами мы естественно будем использовать данный материал в презентациях и различных рекламных материалах.",591
1327,"Во время круглого стола, в беседе с подрядчиками между выступлениями экспертов, была предложена идея. На слайдах о заводах компании часто используется фото с трубой, на которую нанесено наше название (одна из версий фото приложена). Было предложено, что будет интересно, если труба будет оформлена под рулон Техноэласта. Это будет выглядеть привлекательно и узнаваемо с точки зрения маркетинга. Будет эффектно на фото и вживую, при посещении завода, и люди захотят делиться этим с другими, быстро выкладывая в сеть. Также мы будем применять такие изображения в наших презентациях и рекламных материалах.",591
1328,"На круглом столе, во время обсуждения с подрядчиками, появилась идея между выступлениями ведущих. Часто на слайдах с информацией о наших заводах используется изображение труба с названием компании (она включена в приложение). Было высказано мнение, что было бы оригинально оформить трубу в стиле рулона Техноэласта. Это привлекло бы внимание с маркетинговой точки зрения и выглядело бы узнаваемо. Изображение будет выигрышно смотреться на фото, а посетители завода захотят сфотографировать и разместить это в сети, способствуя бесплатному распространению. Мы будем использовать такие фотографии в презентациях и маркетинговых материалах.",591
